rama_ciencias,codigo_carrera,carrera,entidad,Matricula_Total,Matricula_Mujeres,Matricula_Hombres,Diferencia_Genero,Curso_Academico,Ano_Inicio_Curso
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7507.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN LABORAL PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7503.0,TÉCNICO SUPERIOR PROFESOR DE FÍSICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7506.0,TÉCNICO SUPERIOR PROFESOR DE GEOGRAFÍA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7509.0,TÉCNICO SUPERIOR PROFESOR DE HISTORIA Y EDUCACIÓN MORAL Y CIUDADANA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7508.0,TÉCNICO SUPERIOR PROFESOR DE LENGUA ESPAÑOLA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7502.0,TÉCNICO SUPERIOR PROFESOR DE MATEMÁTICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7504.0,TÉCNICO SUPERIOR PROFESOR DE QUÍMICA PARA SECUNDARIA BÁSICA,UMOA,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Agropecuarias,41500.0,AGRONOMÍA,UNAH,320.0,145.0,175.0,-30.0,2015-2016,2015
Ciencias Agropecuarias,41500.0,AGRONOMÍA,UNAH,404.0,173.0,231.0,-58.0,2016-2017,2016
Ciencias Agropecuarias,41500.0,AGRONOMÍA,UNAH,358.0,150.0,208.0,-58.0,2017-2018,2017
