rama_ciencias,codigo_carrera,carrera,entidad,Matricula_Total,Matricula_Mujeres,Matricula_Hombres,Diferencia_Genero,Curso_Academico,Ano_Inicio_Curso
Ciencias Agropecuarias,4554.0,TÉCNICO SUPERIOR EN GESTIÓN DE LA INNOVACIÓN AGRARIA,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Agropecuarias,4554.0,TÉCNICO SUPERIOR EN GESTIÓN DE LA INNOVACIÓN AGRARIA,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Sociales y Humanísticas,6543.0,TÉCNICO SUPERIOR EN GESTIÓN DEL DESARROLLO LOCAL SOSTENIBLE,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Naturales y Matemáticas,2555.0,TÉCNICO SUPERIOR EN GESTIÓN INTEGRAL DE RESIDUOS,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Económicas,5550.0,TÉCNICO SUPERIOR EN GESTIÓN TRIBUTARIA,UCLV,12.0,9.0,3.0,6.0,2024-2025,2024
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Agropecuarias,6556.0,TÉCNICO SUPERIOR EN GESTIÓN Y DESARROLLO COOPERATIVO AGROPECUARIO,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,6.0,6.0,0.0,6.0,2021-2022,2021
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,11.0,11.0,0.0,11.0,2022-2023,2022
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,7.0,7.0,0.0,7.0,2023-2024,2023
Ciencias Sociales y Humanísticas,6538.0,TÉCNICO SUPERIOR EN INTERPRETACIÓN DE LA LENGUA DE SEÑAS CUBANA,UCLV,3.0,3.0,0.0,3.0,2024-2025,2024
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,5161.0,TÉCNICO SUPERIOR EN INVERSIONES CONSTRUCTIVAS,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Económicas,5530.0,TÉCNICO SUPERIOR EN LOGÍSTICA,UCLV,18.0,10.0,8.0,2.0,2024-2025,2024
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,11.0,0.0,11.0,-11.0,2021-2022,2021
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,7.0,0.0,7.0,-7.0,2022-2023,2022
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN MANTENIMIENTO PARA EL TURISMO,UCLV,3.0,0.0,3.0,-3.0,2024-2025,2024
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1547.0,TÉCNICO SUPERIOR EN METROLOGÍA,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,11.0,11.0,0.0,11.0,2020-2021,2020
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,22.0,6.0,16.0,-10.0,2021-2022,2021
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,13.0,2.0,11.0,-9.0,2022-2023,2022
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,2.0,0.0,2.0,-2.0,2023-2024,2023
Ciencias Técnicas,1540.0,TÉCNICO SUPERIOR EN MONTAJE INDUSTRIAL,UCLV,2.0,0.0,2.0,-2.0,2024-2025,2024
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,24.0,24.0,0.0,24.0,2021-2022,2021
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,41.0,27.0,14.0,13.0,2022-2023,2022
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,16.0,13.0,3.0,10.0,2023-2024,2023
Ciencias Naturales y Matemáticas,2549.0,TÉCNICO SUPERIOR EN PROCESOS QUÍMICOS,UCLV,4.0,3.0,1.0,2.0,2024-2025,2024
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,1541.0,TÉCNICO SUPERIOR EN RIEGO Y DRENAJE,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Económicas,5548.0,TÉCNICO SUPERIOR EN RIESGO DE IMPAGO EN EL TURISMO,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Técnicas,5539.0,TÉCNICO SUPERIOR EN SERVICIOS TÉCNICOS A INSTALACIONES TURÍSTICAS,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,30.0,29.0,1.0,28.0,2021-2022,2021
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,257.0,240.0,17.0,223.0,2022-2023,2022
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,150.0,140.0,10.0,130.0,2023-2024,2023
Ciencias Sociales y Humanísticas,6546.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL,UCLV,118.0,109.0,9.0,100.0,2024-2025,2024
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,9.0,0.0,9.0,-9.0,2021-2022,2021
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,19.0,7.0,12.0,-5.0,2023-2024,2023
Ciencias Técnicas,1542.0,TÉCNICO SUPERIOR EN TRANSPORTE AUTOMOTOR,UCLV,3.0,1.0,2.0,-1.0,2024-2025,2024
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,22.0,13.0,9.0,4.0,2019-2020,2019
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,23.0,13.0,10.0,3.0,2020-2021,2020
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,4.0,0.0,4.0,-4.0,2021-2022,2021
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,7505.0,TÉCNICO SUPERIOR PROFESOR DE BIOLOGÍA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,8.0,6.0,2.0,4.0,2019-2020,2019
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,25.0,17.0,8.0,9.0,2020-2021,2020
Ciencias Pedagógicas,7527.0,TÉCNICO SUPERIOR PROFESOR DE EDUCACIÓN ARTÍSTICA PARA SECUNDARIA BÁSICA,UCLV,24.0,12.0,12.0,0.0,2021-2022,2021
